,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,google,General,0.095,-0.496638015352,-5.227768582652631,20190717151119
1,2,4.0,google,Memory,0.2368,-0.528465221803,-2.2316943488302368,20190717151122
2,3,8.0,google,CPU,0.2836,-0.518057222805,-1.8267179929654442,20190717151126
3,4,8.0,google,General,0.38,-0.520531942181,-1.3698209004763158,20190717151339
4,5,2.0,google,General,0.095,-0.462968070853,-4.873348114242106,20190717151352
5,6,2.0,google,General,0.095,-0.486510689386,-5.121165151431579,20190717150911
6,7,2.0,google,General,0.095,-0.486826661523,-5.124491173926316,20190717151325
