,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,aws,Memory,-0.609269118557,-4.835469194896825,20190717185335
1,2,2.0,google,General,-0.48487729570199994,-5.103971533705263,20190717184825
2,3,2.0,google,General,-0.4851265995180001,-5.1065957844000005,20190717185549
3,4,8.0,aws,General,-0.664689048975,-1.7309610650390626,20190717185114
4,5,4.0,google,CPU,-0.512960018755,-3.617489553984485,20190717185811
5,6,2.0,aws,General,-0.610506363101,-6.359441282302083,20190717184555
