,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,google,General,-0.48205598603,-5.074273537157895,20190717143722
1,2,2.0,google,General,-0.483624337716,-5.090782502273684,20190717144127
2,3,2.0,google,General,-0.45117670043799996,-4.749228425663158,20190717144140
3,4,4.0,google,Memory,-0.528150964677,-2.230367249480574,20190717143723
4,5,2.0,google,CPU,-0.48105411545700005,-6.78496636751763,20190717143953
5,6,2.0,google,General,-0.473948958915,-4.988936409631579,20190717143909
6,7,8.0,google,CPU,-0.510130425505,-1.7987673677891394,20190717143726
7,8,2.0,google,General,-0.483680216884,-5.091370704042105,20190717143941
