1564103765,nan,-1,20000,0,0
1564103768,nan,-1,19999,1,0
1564103771,nan,-1,19999,1,0
1564103774,nan,-1,19999,1,0
1564103777,nan,-1,19999,1,0
1564103780,nan,-1,19999,1,0
1564103783,nan,-1,19999,1,0
1564103786,nan,-1,19999,1,0
1564103790,nan,-1,19999,1,0
1564103793,nan,-1,19999,1,0
1564103796,nan,-1,19999,1,0
1564103799,nan,-1,19999,1,0
1564103802,nan,-1,19999,1,0
1564103805,nan,-1,19999,1,0
1564103808,nan,-1,19999,1,0
1564103811,nan,-1,19999,1,0
1564103814,nan,-1,19999,1,0
1564103818,nan,-1,19999,1,0
1564103821,nan,-1,19999,1,0
1564103824,nan,-1,19999,1,0
1564103827,nan,-1,19999,1,0
1564103830,nan,-1,19999,1,0
1564103833,nan,-1,19999,1,0
1564103836,nan,-1,19999,1,0
1564103839,nan,-1,19999,1,0
1564103842,nan,-1,19999,1,0
1564103845,nan,-1,19999,1,0
1564103849,nan,-1,19999,1,0
1564103852,nan,-1,19999,1,0
1564103855,nan,-1,19999,1,0
1564103858,nan,-1,19999,1,0
1564103861,nan,-1,19999,1,0
1564103864,nan,-1,19999,1,0
1564103867,nan,-1,19999,1,0
1564103870,nan,-1,19999,1,0
1564103873,nan,-1,19999,1,0
1564103877,nan,-1,19999,1,0
1564103880,nan,-1,19999,1,0
1564103883,nan,-1,19999,1,0
1564103886,nan,-1,19999,1,0
1564103889,nan,-1,19999,1,0
1564103892,nan,-1,19999,1,0
1564103895,nan,-1,19999,1,0
1564103898,nan,-1,19999,1,0
1564103901,nan,-1,19999,1,0
1564103905,-5.084186,0,19999,0,1
1564103908,-5.084186,0,19998,1,1
1564103911,-5.084186,0,19998,1,1
1564103914,-5.084186,0,19998,1,1
1564103917,-5.084186,0,19998,1,1
1564103920,-5.084186,0,19998,1,1
1564103923,-5.084186,0,19998,1,1
1564103927,-5.084186,0,19998,1,1
1564103930,-5.084186,0,19998,1,1
1564103933,-5.084186,0,19998,1,1
1564103936,-5.084186,0,19998,1,1
1564103939,-5.084186,0,19998,1,1
1564103942,-5.084186,0,19998,1,1
1564103945,-5.084186,0,19998,1,1
1564103948,-5.084186,0,19998,1,1
1564103951,-5.084186,0,19998,1,1
1564103955,-5.084186,0,19998,1,1
1564103958,-5.084186,0,19998,1,1
1564103961,-5.084186,0,19998,1,1
1564103964,-5.084186,0,19998,1,1
1564103968,-5.084186,0,19998,1,1
1564103971,-5.084186,0,19998,1,1
1564103974,-5.084186,0,19998,1,1
1564103977,-5.084186,0,19998,1,1
1564103980,-5.084186,0,19998,1,1
1564103983,-5.084186,0,19998,1,1
1564103986,-5.084186,0,19998,1,1
1564103990,-5.084186,0,19998,1,1
1564103993,-5.084186,0,19998,1,1
1564103996,-5.084186,0,19998,1,1
1564103999,-5.084186,0,19998,1,1
1564104002,-5.084186,0,19998,1,1
1564104005,-5.084186,0,19998,1,1
1564104008,-5.084186,0,19998,1,1
1564104011,-5.084186,0,19998,1,1
1564104014,-5.084186,0,19998,1,1
1564104017,-5.084186,0,19998,1,1
1564104021,-5.084186,0,19998,1,1
1564104024,-5.084186,0,19998,1,1
1564104027,-5.084186,0,19998,1,1
1564104030,-5.084186,0,19998,1,1
1564104033,-5.084186,0,19998,1,1
1564104036,-5.084186,0,19998,1,1
1564104039,-5.084186,0,19998,0,2
1564104044,-5.084186,0,19998,1,2
1564104047,-5.084186,0,19998,1,2
1564104050,-5.084186,0,19998,1,2
1564104053,-5.084186,0,19998,1,2
1564104056,-5.084186,0,19998,1,2
1564104059,-5.084186,0,19998,1,2
1564104063,-5.084186,0,19998,1,2
1564104066,-5.084186,0,19998,1,2
1564104069,-5.084186,0,19998,1,2
1564104072,-5.084186,0,19998,1,2
1564104075,-5.084186,0,19998,1,2
1564104078,-5.084186,0,19998,1,2
