1564069624,nan,-1,20000,0,0
1564069627,nan,-1,19999,1,0
1564069631,nan,-1,19998,2,0
1564069634,nan,-1,19998,2,0
1564069637,nan,-1,19998,2,0
1564069640,nan,-1,19998,2,0
1564069644,nan,-1,19998,2,0
1564069647,nan,-1,19998,2,0
1564069650,nan,-1,19998,2,0
1564069653,nan,-1,19998,2,0
1564069656,nan,-1,19998,2,0
1564069659,nan,-1,19998,2,0
1564069662,nan,-1,19998,2,0
1564069665,nan,-1,19998,2,0
1564069668,nan,-1,19998,2,0
1564069672,nan,-1,19998,2,0
1564069675,nan,-1,19998,2,0
1564069678,nan,-1,19998,2,0
1564069681,nan,-1,19998,2,0
1564069684,nan,-1,19998,2,0
1564069687,nan,-1,19998,2,0
1564069690,nan,-1,19998,2,0
1564069693,nan,-1,19998,2,0
1564069696,nan,-1,19998,2,0
1564069699,nan,-1,19998,2,0
1564069703,nan,-1,19998,2,0
1564069706,nan,-1,19998,2,0
1564069709,nan,-1,19998,2,0
1564069712,nan,-1,19998,2,0
1564069715,nan,-1,19998,2,0
1564069718,nan,-1,19998,2,0
1564069721,nan,-1,19998,2,0
1564069724,nan,-1,19998,2,0
1564069727,nan,-1,19998,2,0
1564069730,nan,-1,19998,2,0
1564069734,nan,-1,19998,2,0
1564069737,nan,-1,19998,2,0
1564069740,nan,-1,19998,2,0
1564069743,nan,-1,19998,2,0
1564069746,nan,-1,19998,2,0
1564069749,nan,-1,19998,2,0
1564069752,nan,-1,19998,2,0
1564069755,nan,-1,19998,2,0
1564069758,nan,-1,19998,2,0
1564069761,nan,-1,19998,2,0
1564069765,nan,-1,19998,2,0
1564069768,nan,-1,19998,2,0
1564069771,nan,-1,19998,2,0
1564069774,nan,-1,19998,2,0
1564069777,nan,-1,19998,2,0
1564069780,nan,-1,19998,2,0
1564069783,nan,-1,19998,2,0
1564069786,-6.322833,0,19998,0,2
1564069794,-6.322833,0,19998,1,2
1564069807,-6.322833,0,19998,2,2
1564069810,-6.322833,0,19998,2,2
1564069814,-6.322833,0,19998,2,2
1564069817,-6.322833,0,19998,2,2
1564069820,-6.322833,0,19998,2,2
1564069823,-6.322833,0,19998,2,2
1564069827,-6.322833,0,19998,2,2
1564069830,-6.322833,0,19998,2,2
1564069833,-6.322833,0,19998,2,2
1564069836,-6.322833,0,19998,2,2
1564069839,-6.322833,0,19998,2,2
1564069842,-6.322833,0,19998,2,2
1564069845,-6.322833,0,19998,2,2
1564069848,-6.322833,0,19998,2,2
1564069851,-6.322833,0,19998,2,2
1564069854,-6.322833,0,19998,2,2
1564069858,-6.322833,0,19998,2,2
1564069861,-6.322833,0,19998,2,2
1564069864,-6.322833,0,19998,2,2
1564069867,-6.322833,0,19998,2,2
1564069870,-6.322833,0,19998,2,2
1564069873,-6.322833,0,19998,2,2
1564069876,-6.322833,0,19998,2,2
1564069879,-6.322833,0,19998,2,2
1564069882,-6.322833,0,19998,2,2
1564069885,-6.322833,0,19998,2,2
1564069889,-6.322833,0,19998,2,2
1564069892,-6.322833,0,19998,2,2
1564069895,-6.322833,0,19998,2,2
1564069898,-6.322833,0,19998,2,2
1564069901,-6.322833,0,19998,2,2
1564069904,-6.322833,0,19998,2,2
1564069907,-6.322833,0,19998,2,2
1564069910,-6.322833,0,19998,2,2
1564069913,-6.322833,0,19998,2,2
1564069916,-6.322833,0,19998,2,2
1564069920,-6.322833,0,19998,2,2
1564069923,-6.322833,0,19998,2,2
1564069926,-6.322833,0,19998,2,2
1564069929,-6.322833,0,19998,2,2
1564069932,-6.322833,0,19998,2,2
1564069935,-6.322833,0,19998,2,2
1564069938,-6.322833,0,19998,2,2
1564069941,-6.322833,0,19998,2,2
1564069944,-6.322833,0,19998,2,2
1564069947,-6.322833,0,19998,2,2
1564069951,-6.322833,0,19998,2,2
1564069954,-6.322833,0,19998,2,2
1564069957,-6.322833,0,19998,2,2
1564069960,-6.322833,0,19998,2,2
1564069963,-6.322833,0,19998,2,2
1564069966,-6.322833,0,19998,2,2
1564069969,-6.413978,20000,19998,0,4
1564069973,-6.413978,20000,19998,1,4
1564069987,-6.413978,20000,19998,2,4
1564069990,-6.413978,20000,19998,2,4
1564069993,-6.413978,20000,19998,2,4
1564069996,-6.413978,20000,19998,2,4
1564069999,-6.413978,20000,19998,2,4
1564070002,-6.413978,20000,19998,2,4
1564070005,-6.413978,20000,19998,2,4
1564070008,-6.413978,20000,19998,2,4
1564070011,-6.413978,20000,19998,2,4
1564070014,-6.413978,20000,19998,2,4
1564070018,-6.413978,20000,19998,2,4
1564070021,-6.413978,20000,19998,2,4
1564070024,-6.413978,20000,19998,2,4
1564070027,-6.413978,20000,19998,2,4
1564070030,-6.413978,20000,19998,2,4
1564070033,-6.413978,20000,19998,2,4
1564070036,-6.413978,20000,19998,2,4
1564070039,-6.413978,20000,19998,2,4
1564070042,-6.413978,20000,19998,2,4
1564070045,-6.413978,20000,19998,2,4
1564070049,-6.413978,20000,19998,2,4
1564070052,-6.413978,20000,19998,2,4
1564070055,-6.413978,20000,19998,2,4
1564070058,-6.413978,20000,19998,2,4
1564070061,-6.413978,20000,19998,2,4
1564070064,-6.413978,20000,19998,2,4
1564070067,-6.413978,20000,19998,2,4
1564070070,-6.413978,20000,19998,2,4
1564070073,-6.413978,20000,19998,2,4
1564070076,-6.413978,20000,19998,2,4
1564070080,-6.413978,20000,19998,2,4
1564070083,-6.413978,20000,19998,2,4
1564070086,-6.413978,20000,19998,2,4
1564070089,-6.413978,20000,19998,2,4
1564070092,-6.413978,20000,19998,2,4
1564070095,-6.413978,20000,19998,2,4
1564070098,-6.413978,20000,19998,2,4
1564070101,-6.413978,20000,19998,2,4
1564070104,-6.413978,20000,19998,1,5
1564070117,-6.413978,20000,19998,2,5
1564070121,-6.413978,20000,19998,2,5
1564070124,-6.413978,20000,19998,2,5
1564070127,-6.413978,20000,19998,2,5
1564070130,-6.413978,20000,19998,2,5
1564070133,-6.413978,20000,19998,2,5
1564070136,-6.413978,20000,19998,2,5
1564070139,-6.413978,20000,19998,2,5
1564070142,-6.413978,20000,19998,2,5
1564070145,-6.413978,20000,19998,2,5
1564070149,-6.413978,20000,19998,2,5
1564070152,-8.056172,20003,19998,1,6
1564070164,-8.056172,20003,19998,2,6
1564070168,-8.056172,20003,19998,2,6
1564070171,-8.056172,20003,19998,2,6
1564070174,-8.056172,20003,19998,2,6
1564070177,-8.056172,20003,19998,2,6
1564070180,-8.056172,20003,19998,2,6
1564070183,-8.056172,20003,19998,2,6
1564070186,-8.056172,20003,19998,2,6
1564070189,-8.056172,20003,19998,2,6
1564070192,-8.056172,20003,19998,2,6
1564070195,-8.056172,20003,19998,2,6
1564070199,-8.056172,20003,19998,2,6
1564070202,-8.056172,20003,19998,2,6
1564070205,-8.056172,20003,19998,2,6
1564070208,-8.056172,20003,19998,2,6
1564070211,-8.056172,20003,19998,2,6
1564070214,-8.056172,20003,19998,2,6
1564070217,-8.056172,20003,19998,2,6
1564070220,-8.056172,20003,19998,2,6
1564070223,-8.056172,20003,19998,2,6
1564070226,-8.056172,20003,19998,2,6
1564070230,-8.056172,20003,19998,2,6
1564070233,-8.056172,20003,19998,2,6
1564070236,-8.056172,20003,19998,2,6
1564070239,-8.056172,20003,19998,2,6
1564070242,-8.056172,20003,19998,2,6
1564070245,-8.056172,20003,19998,2,6
1564070248,-8.056172,20003,19998,2,6
1564070251,-8.056172,20003,19998,2,6
1564070254,-8.056172,20003,19998,2,6
1564070257,-8.056172,20003,19998,2,6
1564070261,-8.056172,20003,19998,2,6
1564070264,-8.056172,20003,19998,2,6
1564070267,-8.056172,20003,19998,2,6
1564070270,-8.056172,20003,19998,2,6
1564070273,-8.056172,20003,19998,2,6
1564070276,-8.056172,20003,19998,2,6
1564070279,-8.056172,20003,19998,2,6
1564070282,-8.056172,20003,19998,2,6
1564070285,-8.056172,20003,19998,2,6
1564070288,-8.056172,20003,19998,2,6
1564070292,-8.056172,20003,19998,2,6
1564070295,-8.056172,20003,19998,2,6
1564070298,-8.056172,20003,19998,2,6
1564070301,-8.056172,20003,19998,2,6
1564070304,-8.056172,20003,19998,2,6
1564070307,-8.056172,20003,19998,2,6
1564070310,-8.056172,20003,19998,2,6
1564070313,-8.056172,20003,19998,2,6
1564070316,-8.056172,20003,19998,2,6
1564070319,-8.056172,20003,19998,2,6
1564070323,-8.056172,20003,19998,1,7
1564070336,-8.056172,20003,19998,2,7
1564070339,-8.056172,20003,19998,2,7
1564070342,-8.056172,20003,19998,2,7
1564070345,-8.107242,20005,19998,1,8
1564070358,-8.107242,20005,19998,2,8
1564070361,-8.107242,20005,19998,2,8
1564070365,-8.107242,20005,19998,2,8
1564070368,-8.107242,20005,19998,2,8
1564070371,-8.107242,20005,19998,2,8
1564070374,-8.107242,20005,19998,2,8
1564070377,-8.107242,20005,19998,2,8
1564070380,-8.107242,20005,19998,2,8
1564070383,-8.107242,20005,19998,2,8
1564070386,-8.107242,20005,19998,2,8
1564070389,-8.107242,20005,19998,2,8
1564070392,-8.107242,20005,19998,2,8
1564070396,-8.107242,20005,19998,2,8
1564070399,-8.107242,20005,19998,2,8
1564070402,-8.107242,20005,19998,2,8
