,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,aws,General,0.096,-0.607466445523,-6.327775474197916,20190724120712
1,2,4.0,aws,Memory,0.252,-0.728775068263,-2.891964556599206,20190724121018
2,3,2.0,aws,General,0.096,-0.625411919482,-6.514707494604167,20190724121333
3,4,2.0,aws,General,0.096,-0.610545680234,-6.359850835770834,20190724121631
4,5,2.0,aws,CPU,0.085,-0.682859232564,-8.033638030164706,20190724121916
5,6,2.0,aws,CPU,0.085,-0.6877690566139999,-8.091400666047058,20190724122212
6,7,2.0,aws,CPU,0.085,-0.6826292219390001,-8.030932022811765,20190724122452
