,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,aws,CPU,-0.676081641637,-7.9539016663176465,20190717183607
1,2,8.0,aws,General,-0.661272746756,-1.7220644446770834,20190717184234
2,3,4.0,aws,CPU,-0.752386316919,-4.4258018642294115,20190717183822
3,4,4.0,aws,Memory,-0.674834216128,-2.677913556063492,20190717183400
4,5,2.0,aws,General,-0.601514233313,-6.265773263677083,20190717183147
5,6,2.0,google,CPU,-0.488219972685,-6.886036286107193,20190717183957
