,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,aws,General,-0.612104288978,-6.376086343520833,20190716231411
1,2,4.0,aws,Memory,-0.65439659866,-2.5968118994444445,20190716231058
2,3,2.0,aws,General,-0.61325528915,-6.388075928645834,20190716231055
3,4,2.0,google,CPU,-0.471304180805,-6.64744965874471,20190716231024
4,5,8.0,aws,General,-0.669304700925,-1.7429809919921877,20190716231402
5,6,8.0,aws,CPU,-0.73273964624,-2.1551166065882352,20190716231101
6,7,2.0,google,General,-0.47981842733200003,-5.050720287705263,20190716231437
7,8,8.0,google,General,-0.514063295551,-1.3527981461868421,20190716230937
