,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,google,General,0.095,-0.492609321757,-5.185361281652631,20190726001650
1,2,4.0,google,Memory,0.2368,-0.505046451157,-2.1327975133319255,20190726001911
2,3,2.0,google,General,0.095,-0.49191782787599997,-5.178082398694737,20190726002125
3,4,2.0,google,General,0.095,-0.47273579538499994,-4.976166267210526,20190726002348
4,5,2.0,google,General,0.095,-0.4949126727509999,-5.209607081589473,20190726002608
5,6,2.0,google,General,0.095,-0.485648005933,-5.112084272978947,20190726002830
