,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,aws,General,0.096,-0.608561551263,-6.33918282565625,20190716232023
1,2,4.0,aws,Memory,0.252,-0.654725596615,-2.5981174468849204,20190716232027
2,3,8.0,aws,CPU,0.34,-0.74295660293,-2.1851664792058823,20190716232030
3,4,2.0,google,General,0.095,-0.485711389049,-5.112751463673685,20190716232312
4,5,8.0,aws,General,0.384,-0.647247660006,-1.685540781265625,20190716232348
5,6,2.0,google,CPU,0.0709,-0.47419470949200004,-6.688218751650211,20190716232506
6,7,2.0,google,General,0.095,-0.486234515613,-5.11825805908421,20190716232258
