,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,google,General,-0.0006299589766708005,-0.006631147122850531,20190719164959
1,2,2.0,aws,General,-0.002606377836907181,-0.027149769134449803,20190719163311
2,3,8.0,google,CPU,-0.000637590233097777,-0.002248202514449143,20190719164438
3,4,2.0,aws,CPU,-0.0021059335752162986,-0.024775689120191745,20190719165222
4,5,4.0,aws,Memory,-0.00215436109064112,-0.008549051946988571,20190719163607
5,6,8.0,aws,General,-0.002003270974899461,-0.005216851497134013,20190719164648
