,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,aws,General,0.096,-0.606719313253,-6.319992846385416,20190716224831
1,2,4.0,aws,Memory,0.252,-0.668186701075,-2.651534528075397,20190716224834
2,3,8.0,aws,CPU,0.34,-0.741242351436,-2.180124563047059,20190716224837
3,4,8.0,aws,General,0.384,-0.645620334114,-1.6813029534218749,20190716225131
4,5,2.0,google,General,0.095,-0.48182652068100007,-5.071858112431579,20190716225213
5,6,2.0,google,General,0.095,-0.47989038824,-5.051477770947368,20190716225108
