,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,aws,CPU,-0.697525724361,-8.206184992482353,20190717203302
1,2,2.0,aws,CPU,-0.6816617660709999,-8.019550189070587,20190717203616
2,3,2.0,aws,General,-0.61313741794,-6.386848103541666,20190717202124
3,4,2.0,google,General,-0.485321308284,-5.108645350357895,20190717203048
4,5,8.0,aws,General,-0.654772012756,-1.7051354498854168,20190717202751
5,6,4.0,aws,Memory,-0.677463314429,-2.688346485829365,20190717202422
