,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,4.0,aws,Memory,-0.0027526921267252108,-0.010923381455258773,20190719155831
1,2,8.0,aws,General,-0.0020093486471251445,-0.0052326787685550635,20190719161038
2,3,2.0,google,General,-0.0007226531625115409,-0.007606875394858325,20190719160816
3,4,2.0,aws,General,-0.002577547496984321,-0.026849453093586675,20190719155457
4,5,8.0,google,CPU,-0.0006681430223998287,-0.002355934493652428,20190719160224
5,6,2.0,aws,CPU,-0.0021509190626796963,-0.025304930149172896,20190719160446
