,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,google,General,0.095,-0.483290433885,-5.087267725105263,20190725232035
1,2,4.0,google,Memory,0.2368,-0.515595075957,-2.177344070764358,20190725232257
2,3,8.0,google,General,0.38,-0.509821468253,-1.3416354427710526,20190725232509
3,4,2.0,google,General,0.095,-0.48247359488300007,-5.078669419821053,20190725232727
4,5,2.0,google,General,0.095,-0.477397976815,-5.025241861210526,20190725232936
5,6,2.0,google,CPU,0.0709,-0.485129437562,-6.8424462279548655,20190725233150
6,7,2.0,google,CPU,0.0709,-0.483383855337,-6.817825886276445,20190725233426
