,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,aws,General,0.096,-0.59832753938,-6.232578535208334,20190725203911
1,2,4.0,aws,Memory,0.252,-0.655614004738,-2.6016428759444445,20190725203912
2,3,8.0,aws,CPU,0.34,-0.7465569883679999,-2.195755848141176,20190725204224
3,4,8.0,aws,General,0.384,-0.6507836389,-1.6947490596354167,20190725204312
4,5,2.0,google,General,0.095,-0.46998356385699996,-4.947195409021052,20190725204527
5,6,2.0,aws,CPU,0.085,-0.680521366821,-8.006133727305881,20190725204632
6,7,2.0,aws,Memory,0.126,-0.603849245289,-4.792454327690476,20190725204802
