,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,google,CPU,-0.0006997315223542743,-0.009869273940116703,20190719150349
1,2,8.0,aws,CPU,-0.0020397065539112117,-0.0059991369232682695,20190719152024
2,3,4.0,aws,Memory,-0.002154707274826791,-0.008550425693757108,20190719150020
3,4,2.0,aws,CPU,-0.002626161778471132,-0.030896020923189785,20190719152607
4,5,8.0,google,General,-0.0006062642497904423,-0.0015954322362906376,20190719152347
5,6,2.0,aws,General,-0.0026054679802955693,-0.02714029146141218,20190719145645
