,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,google,General,0.095,-0.479544262668,-5.047834343873684,20190725214803
1,2,4.0,google,Memory,0.2368,-0.512801812944,-2.1655481965540537,20190725215027
2,3,8.0,google,General,0.38,-0.505673869865,-1.3307207101710525,20190725215241
3,4,2.0,google,General,0.095,-0.48729505292100006,-5.129421609694737,20190725215454
4,5,2.0,google,General,0.095,-0.477583830237,-5.027198213021053,20190725215714
5,6,2.0,google,CPU,0.0709,-0.467887347026,-6.599257362849083,20190725215937
6,7,2.0,google,CPU,0.0709,-0.469870406299,-6.627227169238363,20190725220207
7,8,2.0,google,CPU,0.0709,-0.488573849907,-6.891027502214386,20190725220437
