,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,google,General,-0.497672857233,-5.2386616550842104,20190716204109
1,2,2.0,google,General,-0.487494225814,-5.131518166463158,20190716204324
2,3,8.0,aws,CPU,-0.759737392411,-2.234521742385294,20190716203847
3,4,2.0,aws,General,-0.608259259131,-6.33603394928125,20190716204151
4,5,2.0,aws,General,-0.608411356777,-6.3376182997604165,20190716203841
5,6,4.0,aws,Memory,-0.655339936743,-2.600555304535714,20190716203844
6,7,2.0,google,CPU,-0.47935582182,-6.7610130016925245,20190716204142
7,8,2.0,google,General,-0.479216018226,-5.044379139221053,20190716204405
