,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,aws,General,0.096,-0.604074623071,-6.292443990322917,20190725181004
1,2,4.0,aws,Memory,0.252,-0.65586389769,-2.602634514642857,20190725181008
2,3,8.0,aws,General,0.384,-0.652185259303,-1.698399112768229,20190725181322
3,4,2.0,aws,CPU,0.085,-0.687824628051,-8.092054447658823,20190725181333
4,5,2.0,google,General,0.095,-0.491446481416,-5.1731208570105265,20190725181622
5,6,2.0,google,CPU,0.0709,-0.47515445797899997,-6.70175540167842,20190725181632
