,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,aws,General,0.096,-0.0026695077833125847,-0.027807372742839422,20190719125309
1,2,4.0,aws,Memory,0.252,-0.0019418938014101035,-0.0077059277833734265,20190719125649
2,3,8.0,google,CPU,0.2836,-0.0005924635768811342,-0.0020890817238403887,20190719130008
3,4,8.0,aws,General,0.384,-0.002035943219012383,-0.00530193546617808,20190719130856
4,5,2.0,google,CPU,0.0709,-0.000659266141012455,-0.009298535134167207,20190719131157
5,6,2.0,google,General,0.095,-0.0007138146099781067,-0.007513837999769544,20190719131413
