,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,google,General,0.095,-0.489087917046,-5.148293863642105,20190717163009
1,2,4.0,google,Memory,0.2368,-0.515279525159,-2.1760115082728038,20190717163011
2,3,8.0,google,CPU,0.2836,-0.519101374268,-1.8303997682228488,20190717163014
3,4,8.0,google,General,0.38,-0.519177618469,-1.3662568907078947,20190717163217
4,5,2.0,google,General,0.095,-0.485338439487,-5.108825678810526,20190717163233
5,6,2.0,google,General,0.095,-0.484356227951,-5.098486610010526,20190717163205
