,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,2.0,google,General,-0.48894989024,-5.146840949894737,20190717162646
1,2,8.0,google,CPU,-0.520456784457,-1.8351790707228492,20190717162225
2,3,2.0,google,General,-0.47783134768299995,-5.029803659821052,20190717162420
3,4,2.0,google,CPU,-0.4852223736380001,-6.843757032976023,20190717162444
4,5,4.0,google,Memory,-0.518234075995,-2.188488496600507,20190717162222
5,6,2.0,google,General,-0.48601443181,-5.115941387473684,20190717162432
6,7,2.0,google,General,-0.4749000357359999,-4.998947744589473,20190717162219
