,Job_number,vCPUs,Provider,Category,Price,Score,Value,Timestamp
0,1,2.0,aws,General,0.096,-0.608427081799,-6.337782102072916,20190716210737
1,2,4.0,aws,Memory,0.252,-0.652854327413,-2.5906917754484127,20190716210740
2,3,8.0,aws,CPU,0.34,-0.7362938726,-2.1655702135294117,20190716210743
3,4,8.0,aws,General,0.384,-0.659948629386,-1.7186162223593748,20190716211029
4,5,2.0,google,General,0.095,-0.494950721103,-5.210007590557894,20190716211046
5,6,2.0,aws,CPU,0.085,-0.6873501209910001,-8.086472011658824,20190716211155
6,7,2.0,google,General,0.095,-0.481963180535,-5.073296637210526,20190716210947
