,Job_number,vCPUs,Provider,Category,Score,Value,Timestamp
0,1,8.0,google,General,-0.0005721050793650777,-0.0015055396825396782,20190719135743
1,2,8.0,google,CPU,-0.0006193946360153257,-0.002184043145329075,20190719140245
2,3,2.0,aws,CPU,-0.001988410347776516,-0.02339306291501783,20190719140510
3,4,4.0,aws,Memory,-0.001971000140449437,-0.007821429128767607,20190719135131
4,5,2.0,google,CPU,-0.0006037215203426113,-0.008515113121898607,20190719135521
5,6,2.0,aws,General,-0.0026716458628841507,-0.027829644405043236,20190719134118
